time	m=0	m=1	m=2	m=2	m=4	m=5	m=5	m=7	m=8
0	5.64923e-15	6.56109e-15	3.02713e-15	2.1493e-15	1.87959e-15	1.03275e-15	1.57505e-15	8.87994e-16	1.30779e-15
0.00909282	3.57381e-11	6.91361e-08	6.78451e-13	7.58389e-15	5.16222e-15	6.39053e-15	1.56958e-14	2.83066e-15	3.56493e-15
0.0181856	2.28283e-10	1.85005e-07	2.67115e-12	1.2988e-14	4.95885e-13	1.19379e-14	1.81468e-13	1.40786e-14	2.78367e-14
0.0272785	5.34902e-10	1.98006e-07	1.25976e-11	1.67215e-14	2.07428e-12	1.29818e-14	5.9189e-13	6.1007e-15	1.31578e-13
0.0363713	7.80009e-10	1.07353e-07	2.76833e-11	2.23209e-15	3.14813e-12	8.66115e-15	8.2558e-13	5.84993e-15	2.20376e-13
0.0454641	9.07378e-10	6.6454e-08	4.55837e-11	3.0971e-14	2.327e-12	1.1775e-14	5.21846e-13	6.37033e-15	2.06825e-13
0.0545569	1.024e-09	9.53023e-08	3.26707e-11	1.20322e-13	1.42811e-12	8.98568e-15	3.30393e-13	1.04698e-14	1.63388e-13
0.0636498	1.22284e-09	1.71331e-07	3.50831e-11	4.42912e-13	1.07699e-12	9.83521e-14	1.36942e-13	6.97347e-14	1.07346e-13
0.0727426	1.49257e-09	1.71697e-07	3.41605e-11	8.23165e-13	2.20768e-12	1.482e-13	2.44132e-13	1.12901e-13	3.56147e-14
0.0818354	1.70727e-09	1.08905e-07	2.86164e-11	9.30278e-13	2.69247e-12	1.54995e-13	4.79535e-13	1.18456e-13	2.01865e-14
0.0909282	1.87166e-09	1.10687e-07	4.16724e-11	8.91979e-13	2.22235e-12	1.26602e-13	3.53722e-13	1.16438e-13	2.53187e-14
0.100021	2.03893e-09	1.08658e-07	3.03282e-11	8.73786e-13	1.66135e-12	1.61801e-13	3.80897e-13	9.78345e-14	1.63966e-14
0.109114	2.22143e-09	1.37363e-07	6.06408e-11	1.00486e-12	1.36924e-12	1.95002e-13	3.90179e-13	7.27782e-14	1.52904e-14
0.118207	2.43191e-09	1.32955e-07	5.92533e-11	1.35082e-12	3.0109e-12	2.55631e-13	4.85855e-13	1.0725e-13	2.28852e-14
0.1273	2.61067e-09	1.10651e-07	3.39233e-11	1.58212e-12	3.45898e-12	2.90524e-13	6.6321e-13	9.46798e-14	4.23041e-14
0.136392	2.79978e-09	1.40713e-07	3.45341e-11	1.4834e-12	3.47586e-12	3.15392e-13	6.34274e-13	1.00591e-13	1.61054e-14
0.145485	3.0002e-09	1.20911e-07	3.614e-11	1.29675e-12	2.72556e-12	2.8244e-13	6.67653e-13	1.00317e-13	2.56213e-14
0.154578	3.16298e-09	9.67491e-08	7.46481e-11	1.23931e-12	1.84558e-12	2.95952e-13	7.16516e-13	1.07703e-13	3.4409e-14
0.163671	3.30669e-09	8.63459e-08	8.02878e-11	1.40236e-12	3.5461e-12	3.66875e-13	5.88737e-13	1.49272e-13	1.45837e-14
0.172764	3.44786e-09	1.06333e-07	4.10859e-11	1.54203e-12	4.31352e-12	4.30007e-13	6.07481e-13	1.97408e-13	5.05202e-14
0.181856	3.64333e-09	1.50235e-07	4.33134e-11	1.47796e-12	3.90251e-12	4.20958e-13	6.55441e-13	2.08183e-13	7.89221e-14
0.190949	3.85275e-09	1.24818e-07	4.41605e-11	1.32241e-12	2.57274e-12	3.92127e-13	8.31227e-13	1.97957e-13	1.68271e-13
0.200042	3.99904e-09	6.79836e-08	8.33585e-11	1.23081e-12	1.36394e-12	3.48832e-13	9.94546e-13	1.83543e-13	2.52293e-13
0.209135	4.09269e-09	5.23038e-08	9.37356e-11	1.19649e-12	2.2966e-12	2.86934e-13	8.26258e-13	1.58389e-13	2.52824e-13
0.218228	4.21031e-09	1.00063e-07	6.68262e-11	1.07082e-12	3.29564e-12	2.3308e-13	6.33602e-13	1.23976e-13	2.35428e-13
0.227321	4.39914e-09	1.42784e-07	8.20286e-11	8.43232e-13	2.28105e-12	1.89194e-13	4.94576e-13	1.05381e-13	1.9676e-13
0.236413	4.59832e-09	1.18273e-07	7.47448e-11	6.67981e-13	7.97115e-13	1.65492e-13	4.29374e-13	8.77422e-14	9.05931e-14
0.245506	4.73498e-09	6.41738e-08	1.1314e-10	6.38528e-13	7.83095e-13	1.43386e-13	5.66055e-13	8.87172e-14	3.50036e-14
0.254599	4.82596e-09	5.72516e-08	1.02545e-10	5.09262e-13	1.52947e-12	1.18688e-13	4.24148e-13	8.34947e-14	9.91952e-14
0.263692	4.94477e-09	9.62066e-08	6.79985e-11	4.21774e-13	2.54804e-12	1.06822e-13	1.45987e-13	7.1941e-14	1.40864e-13
0.272785	5.11835e-09	1.25711e-07	8.56423e-11	4.02547e-13	2.65485e-12	7.46077e-14	1.56751e-13	8.22257e-14	1.54352e-13
0.281878	5.29649e-09	1.05641e-07	1.0322e-10	2.76343e-13	2.52547e-12	4.67382e-14	3.7824e-13	8.31278e-14	1.37162e-13
0.29097	5.4319e-09	7.68045e-08	1.60102e-10	2.36725e-13	2.91329e-12	4.13933e-14	4.78681e-13	7.41007e-14	1.12098e-13
0.300063	5.55067e-09	8.05513e-08	1.36386e-10	3.58361e-13	3.30156e-12	2.7865e-14	2.67275e-13	7.62131e-14	1.12531e-13
0.309156	5.685e-09	9.49256e-08	8.39745e-11	5.96883e-13	3.18592e-12	2.02714e-14	1.96738e-13	6.63885e-14	2.35857e-14
0.318249	5.84022e-09	1.05566e-07	9.91686e-11	7.63508e-13	3.22785e-12	5.81788e-15	8.63813e-14	6.17727e-14	6.55877e-14
